pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Trihalomethanes,Turbidity,Potability
7.294480414862584,109.74744546968995,149.5805789458861,2.5144242687570073,158.68692222156758,180.5221854071478,68.73233701609655,0.6738998135249945,1
7.540417330191416,130.70118341581502,518.1058515514122,2.134332435492695,115.44394282113083,752.190029901046,20.56589023917724,0.6572736897170981,0
8.680963580900196,126.168636132089,179.93171653142707,1.8287359291621383,185.75570654349974,417.4890107732242,36.51139960628885,0.3152727913433165,0
7.411796643024266,160.16992653165767,199.48025115507886,1.5966813863343328,123.63925365286937,442.41992686782567,35.84904414482933,0.0,1
6.978070853548922,123.16766164018267,299.73983584910576,2.2177955042710744,,598.5510527107695,54.565679067089164,0.7098056360215529,1
7.547603953558608,126.8399965199453,139.18485754264944,1.5725693424319924,150.21587632251126,306.1604946905223,22.57778623076909,0.36064970980981925,1
8.33381448051378,115.51298694727816,167.22320607855085,2.2858834831000134,82.39873443995992,350.68319954893616,51.46933094063428,0.09668922028956856,1
7.6265617774193455,67.10611149211879,490.8240102875475,1.7317058534299172,,972.0572247542611,31.950703587324057,0.9553605016727676,1
7.121962499978099,107.98588565868188,267.3465868907165,1.0601129180913924,,440.6919322436686,47.77154510343093,0.0,1
7.286794294401683,125.14470999141938,366.25086453393936,1.6325598051771415,118.40715072990274,567.6356742986962,19.97609417746547,1.5507009700217937,0
7.138328235219797,117.85934036335468,101.37491323992589,1.347796073556407,,70.32580942729504,31.432632490721424,0.8036404639480956,1
7.040066556663022,76.88867153346584,308.69557349490975,1.9601997740239114,52.34567936707728,505.6720740234761,50.658237373723644,0.4289552689068475,1
7.690809521896478,130.53514595680235,458.46800764467105,1.690030469913511,144.79250979488893,799.3270800985615,49.450422071152936,0.5841384341726664,1
7.12236306220248,127.27640663743226,202.30705526770527,2.219165383108498,131.20713682986707,357.0823501916058,14.58904612349006,0.9096164671678979,1
6.995832390733522,110.61808911969405,293.3695631077428,2.655032128839592,113.14153384563087,611.5645642762616,51.51443574412049,0.0,1
8.564236955912493,162.17564614847024,192.62303145618563,1.8664494471548212,128.87893487349703,341.02946961937414,21.38653702462635,0.15628397083964307,0
7.915958156107463,136.03352557741445,202.15154265191046,2.04971014379521,92.68447565763839,452.9202113464292,36.14727091619449,1.2875330387636543,0
6.369206101686093,44.782071971189424,216.19117495039842,1.4539333900975588,53.946913073011686,423.4955831016269,15.858582490482089,0.0,0
7.940631281423696,131.51395882293565,262.66116166829414,1.871728812711833,129.87520677064492,420.95425060378506,46.19518035140289,0.9540184656091222,1
7.586369038177743,116.46978509961006,189.92361448489999,1.765266079091261,67.53599876892031,202.5147044072953,19.483146812075763,0.8415942496658989,1
6.363832122067621,101.52959584635101,217.33640453134547,0.9864909297463127,51.7890062921301,277.77397144867564,0.0,0.0,0
7.415622738059512,123.5789011636835,454.47856351986223,1.9215679181752814,113.6188552605685,941.4929704539522,69.73322690996287,0.3182756835516234,1
7.535156358783073,94.96032449943446,420.5369364417011,1.599565179426646,107.8747747026089,690.9223798813765,16.350475123655247,0.0,1
7.611763989195118,129.62230416011786,357.04192504254826,2.7294775446790496,83.27236764128969,735.2205813206695,42.468582155789676,0.4828856663815009,1
7.644643293664009,134.111280729773,249.2994985990809,2.76353770610576,91.40463754481135,509.6935188122566,91.25603554569406,0.6444065810601369,0
7.378454839134384,119.34523414220767,435.14778427518786,2.2364341944969506,137.49181904363027,799.267514691723,56.71362558735699,0.5541662463067031,1
7.601042701798353,69.2973329274538,279.85510508182557,1.498758612057869,45.182412406489036,445.3101175623215,25.301765492528496,0.13574890380910448,1
8.443326214115014,121.32567976163917,341.67264709459937,1.5221179675953271,117.52508774195307,755.5179586492976,18.979262496144504,0.8355163435454906,1
7.217407493898961,121.18514835301782,344.54970313908944,1.729724497579867,164.19745977579396,686.9831542485704,0.20511783166716668,0.4743751357925994,1
7.083512712175272,95.7471358205668,191.6133788161464,1.1694725312976373,81.11739593005606,220.32265080520528,18.922428708923263,0.4484215800411527,1
7.415468895671103,188.35504233810633,282.75883698654764,1.6281965624973045,199.374683412662,384.18402817129953,51.75829018946078,0.0,1
8.675133771732709,93.20864453318356,232.5394490032645,2.4039832384944164,47.56348798089364,363.87720839587814,29.10801006593661,0.848930586159415,0
6.761718359560329,109.55371006896266,249.6851181296013,1.8477046990055994,182.2128314484999,361.5470530308596,40.63245171772101,0.7546969635099854,1
7.309423635275965,100.18666992138273,288.90157256316854,1.0043848891506266,,643.175850524131,25.053328235456153,0.0,1
7.2211736192319895,140.6889815004062,414.18787500936867,1.930253567047529,181.35488108241248,626.2293963774812,4.843985132161706,0.0,1
7.086571229231238,135.23349991675968,136.80341399540083,1.2716028007802527,122.50326225664926,232.47716015235648,30.185929193044316,0.28302505162148717,1
7.566000799533125,148.29924957708948,406.13753428486655,2.40842356241786,131.72954947870934,628.7450736714796,26.08912266508048,0.054796768545212704,1
9.277582004749448,128.18802287576426,236.01796010280736,1.9154574709194503,133.468202631463,468.9288397059578,21.116625256222957,0.0,0
7.387940042372525,166.12277689965333,366.674066759964,1.2502936519343275,120.07269183226317,663.1180994070197,68.62589138300527,1.1424294814507125,0
7.7775151391893225,150.40182360008583,235.62642203605606,1.7355987468977951,,483.6841326513114,60.04804110541629,0.13221602356409318,1
7.1304076729020105,138.01905763654847,304.9348111966521,1.4730002926581518,112.95126109867716,616.9332050505568,54.10111908098454,0.2875653517118286,1
7.350410523971951,164.88531906710904,305.6961512936346,1.1338055114369503,146.75049326823893,398.6553837195545,17.32867495817474,0.1448474079324404,1
6.979955172491358,129.7604600954367,319.4564791295214,2.0511557532707294,56.39816385526224,669.1460799175513,49.46834806069977,0.0,1
7.840254206006748,148.22464980624952,253.89457685612277,1.7039749490185094,164.15202966898346,600.6498469672543,54.78433503531264,0.0,1
